Pays-bas;9.000;34.48
Pays-bas;21.000;15.61
Belgique;12.000;513.22
Belgique;21.000;121.46
Portugal;13.000;104.87
Portugal;23.000;28.59
Luxembourg;8.000;100.43
Luxembourg;17.000;4.68
Allemagne;7.000;13.53
Allemagne;19.000;4.76
Espagne;10.000;29.4
Espagne;21.000;14.42
