Belgique;12.000;450.25
Belgique;21.000;91.93
Luxembourg;8.000;10.47
Luxembourg;17.000;4.68
Estonie;9.000;69.28
Estonie;20.000;22.73
Suède;12.000;53.61
Suède;25.000;36.65
Espagne;10.000;49.42
Espagne;21.000;21.32
Allemagne;7.000;73.41
Allemagne;19.000;9.21
