Belgique;12.000;603.25
Belgique;21.000;68.53
Luxembourg;8.000;112.88
Luxembourg;17.000;11.58
Danemark;25.000;69.74
Portugal;13.000;137.407818
Portugal;23.000;19.06
Allemagne;7.000;10.89
Allemagne;19.000;9.21
Italie;10.000;40.5
Italie;22.000;9.46
Pologne;8.000;24.35
Pologne;23.000;13.84
Espagne;10.000;139.02
Espagne;21.000;17.09
